0, 0, Header, 1, 3, 384
1, 0, Start_track
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Tempo, 566037
1, 0, End_track
2, 0, Start_track
2, 0, Title_t, "Elec. Piano (Classic)"
2, 0, Program_c, 0, 0
2, 0, Note_on_c, 0, 72, 50
2, 384, Note_off_c, 0, 72, 0
2, 384, Note_on_c, 0, 55, 50
2, 576, Note_off_c, 0, 55, 0
2, 576, Note_on_c, 0, 57, 50
2, 768, Note_off_c, 0, 57, 0
2, 768, Note_on_c, 0, 60, 50
2, 1152, Note_off_c, 0, 60, 0
2, 1152, Note_on_c, 0, 55, 50
2, 1344, Note_off_c, 0, 55, 0
2, 1344, Note_on_c, 0, 57, 50
2, 1536, Note_off_c, 0, 57, 0
2, 1536, Note_on_c, 0, 65, 50
2, 1920, Note_off_c, 0, 65, 0
2, 2112, Note_on_c, 0, 67, 50
2, 2688, Note_off_c, 0, 67, 0
2, 2688, Note_on_c, 0, 55, 50
2, 2784, Note_off_c, 0, 55, 0
2, 2784, Note_on_c, 0, 57, 50
2, 2880, Note_off_c, 0, 57, 0
2, 2880, Note_on_c, 0, 55, 50
2, 3072, Note_off_c, 0, 55, 0
2, 3072, Note_on_c, 0, 67, 50
2, 3456, Note_off_c, 0, 67, 0
2, 3456, Note_on_c, 0, 55, 50
2, 3648, Note_off_c, 0, 55, 0
2, 3648, Note_on_c, 0, 64, 50
2, 4224, Note_off_c, 0, 64, 0
2, 4224, Note_on_c, 0, 55, 50
2, 4416, Note_off_c, 0, 55, 0
2, 4416, Note_on_c, 0, 57, 50
2, 4608, Note_off_c, 0, 57, 0
2, 4608, Note_on_c, 0, 65, 50
2, 5184, Note_off_c, 0, 65, 0
2, 5184, Note_on_c, 0, 62, 50
2, 6048, Note_off_c, 0, 62, 0
2, 6144, Note_on_c, 0, 60, 50
2, 6528, Note_off_c, 0, 60, 0
2, 6528, Note_on_c, 0, 79, 50
2, 6720, Note_off_c, 0, 79, 0
2, 6720, Note_on_c, 0, 79, 50
2, 6912, Note_off_c, 0, 79, 0
2, 6912, Note_on_c, 0, 79, 50
2, 7296, Note_off_c, 0, 79, 0
2, 7296, Note_on_c, 0, 64, 50
2, 7488, Note_off_c, 0, 64, 0
2, 7488, Note_on_c, 0, 79, 50
2, 7584, Note_off_c, 0, 79, 0
2, 7584, Note_on_c, 0, 77, 50
2, 7680, Note_off_c, 0, 77, 0
2, 7680, Note_on_c, 0, 76, 50
2, 7872, Note_off_c, 0, 76, 0
2, 7872, Note_on_c, 0, 76, 50
2, 7968, Note_off_c, 0, 76, 0
